Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
37786;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Edad Media;;;Edad;Edad media de la población;42,87
37787;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;0-14;;Personas;Población de 0 a 14 años   ;3.545
37788;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;15-29;;Personas;Población de 15 a 29 años;8.142
37789;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;30-44;;Personas;Población de 30 a 44  años;15.309
37790;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;45-64;;Personas;Población de 45 a 64 años;13.151
37791;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65-79;;Personas;Población de 65 a 79 años      ;4.297
37792;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;80 y más;;Personas;Población de 80 años y más           ;2.000
37793;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65 y más;;Personas;Población de 65 años y más          ;6.297
37794;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;de 3 a 16 años;;Personas;Población en etapa educativa (Población de 3 a 16 años -16 no incluidos)                            ;3.809
37795;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes; de 0-15 entre población total;;Proporción;Proporción de juventud (Población de 0-15 años/Población total) porcentaje;8,06
37796;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 65 años/Población total;;Proporción;Proporción de envejecimiento (Población mayor de 65 años/Población total);13,45
37797;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 80 años/ Población >65 años;;Proporción;Proporción de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años);33,42
37798;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Índice de dependencia;;Índice;Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64) ;27,4
37799;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Nacionalidad española;;Personas;Personas con nacionalidad española             ;33.267
37800;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad española;Personas;Personas con nacionalidad española Hombres                      ;16.579
37801;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad española;Personas;Personas con nacionalidad española Mujeres                         ;16.688
37802;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera            ;13.971
37803;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Hombres                       ;8.188
37804;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Mujeres                        ;5.783
37805;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Extranjeros menos UE y resto países de OCDE / Población total;Personas migrantes;Proporción;Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total);0,19
37808;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Hogares;Total hogares;22.614
37809;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Media   ;Tamaño medio del hogar      ;2,09
37810;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;mujer sola mayor de 65 años  ;;Hogares;Hogares con una mujer sola mayor de 65 años                      ;1.563
37811;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;hombre solo mayor de 65 años         ;;Hogares;Hogares con un hombre solo mayor de 65 años                     ;660
37812;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: una mujer adulta con uno o más menores;;Hogares;Hogares monoparentales: una mujer adulta con uno o más menores;305
37813;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: un hombre adulto con uno o más menores;;Hogares;Hogares monoparentales: un hombre adulto con uno o más menores;54
37814;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Natalidad;;;Tasa;Tasa bruta de natalidad (‰);6,3
37815;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Crecimiento Demográfico;;;Tasa;Tasa de crecimiento demográfico (porcentaje);0,4
37816;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2018;2018;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Renta ;Neta anual;;Renta;Renta neta media anual de los hogares (Urban Audit)             ;29.472
37817;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Hombres;;Euros;Pensión media mensual Hombres ;1.299
37818;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Mujeres;;Euros;"Pensión media mensual  Mujeres
";1.086
37819;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) ;2.689
37820;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Hombres;1.361
37821;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Mujeres;1.328
37822;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Tasa;Tasa absoluta de paro registrado (Febrero  2022);7,61
37823;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Tasa;Tasa absoluta de paro registrado Mujeres;8,29
37824;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 16 a 24 años;Tasa;Tasa de desempleo en mujeres de 16 a 24 años;4,23
37825;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 25 a 44 años;Tasa;Tasa de desempleo en mujeres de 25 a 44 años;6,96
37826;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 45 a 64 años;Tasa;Tasa de desempleo en mujeres de 45 a 64 años;11,46
37827;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Tasa;Tasa absoluta de paro registrado Hombres ;7,05
37828;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 16 a 24 años;Tasa;Tasa de desempleo en hombres de 16 a 24 años;3,71
37829;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 25 a 44 años;Tasa;Tasa de desempleo en hombres de 25 a 44 años;5,31
37830;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 45 a 64 años;Tasa;Tasa de desempleo en hombres de 45 a 64 años;10,54
37831;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;;Personas;Población en etapas educativas;3.809
37832;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;;Personas;Población en etapa educativa de 0 a 2 años;819
37833;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;;Personas;Población en etapa educativa de 3 a 5 años;705
37834;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;;Personas;Población en etapa educativa de 6 a 11 años;1.435
37835;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;;Personas;Población en etapa educativa de 12 a 15 años;850
37836;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niños;Personas;Etapas educativas. Total niños;1.987
37837;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niños;Personas;Población infantil masculina en etapa educativa de 0 a 2 años;424
37838;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niños;Personas;Población infantil masculina en etapa educativa de 3 a 5 años;370
37839;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niños;Personas;Población infantil masculina en etapa educativa de 6 a 11 años;755
37840;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niños;Personas;Población infantil masculina en etapa educativa de 12 a 15 años;438
37841;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niñas;Personas;Etapas educativas. Total niñas;1.822
37842;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niñas;Personas;Población infantil femenina en etapa educativa de 0 a 2 años;395
37843;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niñas;Personas;Población infantil femenina en etapa educativa de 3 a 5 años;335
37844;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niñas;Personas;Población infantil femenina en etapa educativa de 6 a 11 años;680
37845;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niñas;Personas;Población infantil femenina en etapa educativa de 12 a 15 años;412
37846;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;No sabe leer ni escribir o sin estudios                         ;;Personas;Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios                ;1.505
37847;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Primaria incompleta      ;;Personas;Población mayor/igual  de 25 años con enseñanza primaria incompleta  ;3.559
37848;2022;Ciudad de Madrid;1;Centro;12;Embajadores;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado       ;;Personas;Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado  ;8.714
